Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level
INTERNATIONAL PLAZA,ANSON ROAD,Office,"2,500,000","1,367.03","1,829",Jan-24,Strata,127,"19,685",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",16 to 20
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,200,000",505.91,"2,372",Jan-24,Strata,47,"25,532",99 yrs lease commencing from 2011,14," Geylang, Eunos",11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"2,500,000",882.65,"2,832",Jan-24,Strata,82,"30,488",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
THE PLAZA,BEACH ROAD,Office,"494,318",312.16,"1,584",Jan-24,Strata,29,"17,045",99 yrs lease commencing from 1968,7," Middle Road, Golden Mile",01 to 05
GB BUILDING,CECIL STREET,Office,"10,741,500","5,425.06","1,980",Jan-24,Strata,504,"21,313",99 yrs lease commencing from 1982,1," Raffles Place, Cecil, Marina, People's Park",06 to 10
REGENCY SUITES,KIM TIAN ROAD,Office,"1,280,000",592.02,"2,162",Jan-24,Strata,55,"23,273",Freehold,3," Queenstown, Tiong Bahru",01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"2,070,000","1,356.26","1,526",Jan-24,Strata,126,"16,429",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"890,000",462.85,"1,923",Jan-24,Strata,43,"20,698",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",16 to 20
HEXACUBE,CHANGI ROAD,Office,"750,000",484.38,"1,548",Jan-24,Strata,45,"16,667",Freehold,14," Geylang, Eunos",01 to 05
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"2,070,000",775.01,"2,671",Jan-24,Strata,72,"28,750",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05
N.A.,ARMENIAN STREET,Office,"4,480,000","1,808.35","2,477",Jan-24,Strata,168,"26,667",99 yrs lease commencing from 2007,6," High Street, Beach Road (part)",06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"625,000",193.75,"3,226",Jan-24,Strata,18,"34,722",99 yrs lease commencing from 2006,7," Middle Road, Golden Mile",01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,700,000",645.84,"2,632",Jan-24,Strata,60,"28,333",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
LUCKY PLAZA,ORCHARD ROAD,Office,"3,000,000",430.56,"6,968",Jan-24,Strata,40,"75,000",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05
EON SHENTON,SHENTON WAY,Office,"2,400,000","1,033.34","2,323",Jan-24,Strata,96,"25,000",99 yrs lease commencing from 2011,2," Anson, Tanjong Pagar",11 to 15
THE PLAZA,BEACH ROAD,Office,"678,888",473.62,"1,433",Jan-24,Strata,44,"15,429",99 yrs lease commencing from 1968,7," Middle Road, Golden Mile",06 to 10
N.A.,LORONG L TELOK KURAU,Office,"2,730,000","2,626.42","1,039",Jan-24,Strata,244,"11,189",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
BYLANDS BUILDING,MIDDLE ROAD,Office,"465,000",247.57,"1,878",Jan-24,Strata,23,"20,217",99 yrs lease commencing from 1978,7," Middle Road, Golden Mile",01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"479,000",344.45,"1,391",Jan-24,Strata,32,"14,969",99 yrs lease commencing from 1969,3," Queenstown, Tiong Bahru",11 to 15
GUTHRIE BUILDING,CHANGI ROAD,Office,"1,568,000","1,302.44","1,204",Jan-24,Strata,121,"12,959",Freehold,14," Geylang, Eunos",01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"798,000",409.03,"1,951",Dec-23,Strata,38,"21,000",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",21 to 25
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Office,"769,296",516.67,"1,489",Dec-23,Strata,48,"16,027",99 yrs lease commencing from 1948,9," Orchard, Cairnhill, River Valley",01 to 05
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"36,226,000","10,311.91","3,513",Dec-23,Strata,958,"37,814",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",41 to 45
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"790,000",613.55,"1,288",Dec-23,Strata,57,"13,860",99 yrs lease commencing from 1969,3," Queenstown, Tiong Bahru",01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"7,836,400","3,562.88","2,199",Dec-23,Strata,331,"23,675",Freehold,9," Orchard, Cairnhill, River Valley",16 to 20
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"400,000",290.63,"1,376",Dec-23,Strata,27,"14,815",99 yrs lease commencing from 1968,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
GRAND BUILDING,PHILLIP STREET,Office,"7,000,000","2,098.98","3,335",Dec-23,Strata,195,"35,897",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"688,000",484.38,"1,420",Dec-23,Strata,45,"15,289",99 yrs lease commencing from 1968,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"7,300,000","2,195.86","3,324",Dec-23,Strata,204,"35,784",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",36 to 40
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"2,305,800","1,280.92","1,800",Dec-23,Strata,119,"19,376",99 yrs lease commencing from 1997,7," Middle Road, Golden Mile",01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"3,000,000","1,765.30","1,699",Dec-23,Strata,164,"18,293",99 yrs lease commencing from 1979,15," Katong, Joo Chiat, Amber Road",16 to 20
PLUS,CECIL STREET,Office,"7,200,000","2,303.50","3,126",Dec-23,Strata,214,"33,645",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",06 to 10
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,938,888",925.7,"2,095",Dec-23,Strata,86,"22,545",99 yrs lease commencing from 1979,15," Katong, Joo Chiat, Amber Road",11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,019,444",538.2,"1,894",Dec-23,Strata,50,"20,389",99 yrs lease commencing from 2011,14," Geylang, Eunos",01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,658,000",958,"1,731",Dec-23,Strata,89,"18,629",99 yrs lease commencing from 1997,7," Middle Road, Golden Mile",11 to 15
FORTUNE CENTRE,MIDDLE ROAD,Office,"1,268,888",850.36,"1,492",Dec-23,Strata,79,"16,062",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",11 to 15
THE PLAZA,BEACH ROAD,Office,"380,000",215.28,"1,765",Dec-23,Strata,20,"19,000",99 yrs lease commencing from 1968,7," Middle Road, Golden Mile",01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"1,386,900",602.78,"2,301",Dec-23,Strata,56,"24,766",999 yrs lease commencing from 1827,6," High Street, Beach Road (part)",01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"3,800,000","1,216.33","3,124",Dec-23,Strata,113,"33,628",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",16 to 20
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"14,575,950","4,779.22","3,050",Dec-23,Strata,444,"32,829",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",16 to 20
PLUS,CECIL STREET,Office,"7,392,000","2,174.33","3,400",Dec-23,Strata,202,"36,594",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",26 to 30
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,110,000",484.38,"2,292",Dec-23,Strata,45,"24,667",99 yrs lease commencing from 2011,14," Geylang, Eunos",11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"735,000",409.03,"1,797",Dec-23,Strata,38,"19,342",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"980,000",516.67,"1,897",Nov-23,Strata,48,"20,417",99 yrs lease commencing from 2013,22, Jurong,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"2,350,000",925.7,"2,539",Nov-23,Strata,86,"27,326",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,012,876",936.47,"2,149",Nov-23,Strata,87,"23,137",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,598,600",731.95,"3,550",Nov-23,Strata,68,"38,215",99 yrs lease commencing from 2011,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,673,150",753.48,"3,548",Nov-23,Strata,70,"38,188",99 yrs lease commencing from 2011,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,673,150",753.48,"3,548",Nov-23,Strata,70,"38,188",99 yrs lease commencing from 2011,1," Raffles Place, Cecil, Marina, People's Park",11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"580,000",355.21,"1,633",Nov-23,Strata,33,"17,576",99 yrs lease commencing from 1983,1," Raffles Place, Cecil, Marina, People's Park",01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Office,"780,000",322.92,"2,415",Nov-23,Strata,30,"26,000",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05
PS100,PECK SEAH STREET,Office,"1,200,000",473.62,"2,534",Nov-23,Strata,44,"27,273",99 yrs lease commencing from 2011,2," Anson, Tanjong Pagar",06 to 10
