Project Name,Street Name,Property Type,Transacted Price ($),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Postal District,District Name,Tenure Type,Lease Years,Floor Min,Floor Max,Floor Category,Transaction Year,Transaction Month
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,2250960,2024-07-01,Strata,126.0,17865,15," Katong, Joo Chiat, Amber Road",Leasehold,99.0,1,5,01-05,2024,7
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,1875800,2024-07-01,Strata,105.0,17865,15," Katong, Joo Chiat, Amber Road",Leasehold,99.0,11,15,11-15,2024,7
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,7093180,2024-07-01,Strata,397.0,17867,15," Katong, Joo Chiat, Amber Road",Leasehold,99.0,11,15,11-15,2024,7
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,1100000,2024-07-01,Strata,41.0,26829,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2024,7
CITY GATE,BEACH ROAD,Retail,1296400,2024-07-01,Strata,43.0,30149,7," Middle Road, Golden Mile",Leasehold,99.0,-1,-5,Basement,2024,7
CHARLTON CORNER,CHARLTON LANE,Retail,125000,2024-07-01,Strata,5.0,25000,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2024,7
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,1550000,2024-07-01,Strata,43.0,36047,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2024,7
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,1088000,2024-07-01,Strata,24.0,45333,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2024,7
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,4300000,2024-07-01,Strata,213.0,20188,16," Bedok, Upper East Coast, Eastwood, Kew Drive",Leasehold,99.0,1,5,01-05,2024,7
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,1000000,2024-06-01,Strata,29.0,34483,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2024,6
TEXTILE CENTRE,JALAN SULTAN,Retail,8800000,2024-06-01,Strata,311.0,28296,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,6
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,480000,2024-06-01,Strata,26.0,18462,3," Queenstown, Tiong Bahru",Leasehold,99.0,1,5,01-05,2024,6
PAVILION SQUARE,GEYLANG ROAD,Retail,180000,2024-06-01,Strata,8.0,22500,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,6
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,1150000,2024-06-01,Strata,24.0,47917,10," Ardmore, Bukit Timah, Holland Road, Tanglin",Freehold,,1,5,01-05,2024,6
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,900000,2024-06-01,Strata,22.0,40909,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,6
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,868888,2024-06-01,Strata,21.0,41376,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,6
THE ADELPHI,COLEMAN STREET,Retail,1450000,2024-06-01,Strata,38.0,38158,6," High Street, Beach Road (part)",Leasehold,999.0,-1,-5,Basement,2024,6
THE INTERLACE,DEPOT ROAD,Retail,900000,2024-06-01,Strata,36.0,25000,4," Telok Blangah, Harbourfront",Leasehold,99.0,1,5,01-05,2024,6
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Retail,382000,2024-06-01,Strata,13.0,29385,23," Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",Leasehold,99.0,1,5,01-05,2024,6
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,450000,2024-06-01,Strata,18.0,25000,8, Little India,Freehold,,1,5,01-05,2024,6
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1000000,2024-05-01,Strata,42.0,23810,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1000000,2024-05-01,Strata,49.0,20408,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,770000,2024-05-01,Strata,37.0,20811,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
DELFI ORCHARD,ORCHARD ROAD,Retail,439000000,2024-05-01,Strata,8480.0,51769,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,5
OXLEY TOWER,ROBINSON ROAD,Retail,640000,2024-05-01,Strata,17.0,37647,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,1,5,01-05,2024,5
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,1238800,2024-05-01,Strata,50.0,24776,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,820000,2024-05-01,Strata,29.0,28276,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2024,5
VISION EXCHANGE,VENTURE DRIVE,Retail,1900000,2024-05-01,Strata,36.0,52778,22, Jurong,Leasehold,99.0,1,5,01-05,2024,5
SIM LIM TOWER,JALAN BESAR,Retail,1038000,2024-05-01,Strata,35.0,29657,8, Little India,Freehold,,-1,-5,Basement,2024,5
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,2818075,2024-05-01,Strata,139.0,20274,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2024,5
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,1300000,2024-05-01,Strata,34.0,38235,7," Middle Road, Golden Mile",Leasehold,999.0,1,5,01-05,2024,5
LE REGAL,GEYLANG ROAD,Retail,334000,2024-05-01,Strata,10.0,33400,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
FORTUNE CENTRE,MIDDLE ROAD,Retail,680000,2024-05-01,Strata,27.0,25185,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,4052012,2024-05-01,Strata,160.0,25325,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2024,5
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,4079889,2024-05-01,Strata,178.0,22921,7," Middle Road, Golden Mile",Leasehold,99.0,6,10,06-10,2024,5
MILLAGE,CHANGI ROAD,Retail,660000,2024-05-01,Strata,15.0,44000,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,765000,2024-05-01,Strata,19.0,40263,15," Katong, Joo Chiat, Amber Road",Freehold,,-1,-5,Basement,2024,5
FORTUNE CENTRE,MIDDLE ROAD,Retail,1500000,2024-05-01,Strata,54.0,27778,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
FUYUEN COURT,SIMS AVENUE,Retail,1850000,2024-05-01,Strata,77.0,24026,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,1540000,2024-05-01,Strata,38.0,40526,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2024,5
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,1080000,2024-05-01,Strata,37.0,29189,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2024,5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1550000,2024-05-01,Strata,88.0,17614,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
PAVILION SQUARE,GEYLANG ROAD,Retail,540000,2024-05-01,Strata,9.0,60000,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
THE ARIZON,GEYLANG ROAD,Retail,2516180,2024-05-01,Strata,74.0,34002,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
THE ARIZON,GEYLANG ROAD,Retail,2839000,2024-05-01,Strata,85.0,33400,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
THE ARIZON,GEYLANG ROAD,Retail,2808000,2024-05-01,Strata,84.0,33429,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
28 RC SUITES,RACE COURSE LANE,Retail,1680000,2024-05-01,Strata,40.0,42000,8, Little India,Freehold,,1,5,01-05,2024,5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,621000,2024-05-01,Strata,24.0,25875,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,5
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,510000,2024-05-01,Strata,23.0,22174,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2024,5
1953,TESSENSOHN ROAD,Retail,1300000,2024-05-01,Strata,34.0,38235,8, Little India,Freehold,,1,5,01-05,2024,5
THE ARIZON,GEYLANG ROAD,Retail,2674000,2024-05-01,Strata,74.0,36135,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,5
NEW WORLD CENTRE,JALAN BERSEH,Retail,7158245,2024-05-01,Strata,366.0,19558,8, Little India,Leasehold,99.0,1,5,01-05,2024,5
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,378000,2024-04-01,Strata,8.0,47250,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Freehold,,1,5,01-05,2024,4
SOUTHBANK,NORTH BRIDGE ROAD,Retail,300000,2024-04-01,Strata,12.0,25000,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,4
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,715135,2024-04-01,Strata,41.0,17442,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,4
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,784864,2024-04-01,Strata,45.0,17441,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,4
THE COMMERZE@IRVING,IRVING PLACE,Retail,400000,2024-04-01,Strata,23.0,17391,13," Macpherson, Braddell",Leasehold,60.0,1,5,01-05,2024,4
JUNCTION NINE,YISHUN AVENUE 9,Retail,1360000,2024-04-01,Strata,25.0,54400,27," Yishun, Sembawang",Leasehold,99.0,1,5,01-05,2024,4
SIM LIM TOWER,JALAN BESAR,Retail,740000,2024-04-01,Strata,26.0,28462,8, Little India,Freehold,,-1,-5,Basement,2024,4
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,602000,2024-04-01,Strata,15.0,40133,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,4
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,520000,2024-04-01,Strata,11.0,47273,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2024,4
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,1600000,2024-04-01,Strata,53.0,30189,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2024,4
LUCKY PLAZA,ORCHARD ROAD,Retail,1388888,2024-04-01,Strata,16.0,86806,9," Orchard, Cairnhill, River Valley",Freehold,,-1,-5,Basement,2024,4
FAR EAST PLAZA,SCOTTS ROAD,Retail,1680000,2024-04-01,Strata,30.0,56000,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,4
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,1860000,2024-04-01,Strata,102.0,18235,15," Katong, Joo Chiat, Amber Road",Leasehold,99.0,11,15,11-15,2024,4
CITY PLAZA,GEYLANG ROAD,Retail,742888,2024-04-01,Strata,20.0,37144,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,4
TEXTILE CENTRE,JALAN SULTAN,Retail,1050000,2024-04-01,Strata,93.0,11290,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,4
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,950000,2024-04-01,Strata,40.0,23750,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,4
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,2200000,2024-04-01,Strata,107.0,20561,8, Little India,Freehold,,1,5,01-05,2024,4
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,1578000,2024-04-01,Strata,35.0,45086,10," Ardmore, Bukit Timah, Holland Road, Tanglin",Freehold,,1,5,01-05,2024,4
,TAMPINES AVENUE,Retail,1150000,2024-04-01,Strata,180.0,6389,18," Tampines, Pasir Ris",Leasehold,99.0,,,Unknown,2024,4
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,10420000,2024-04-01,Strata,400.0,26050,6," High Street, Beach Road (part)",Leasehold,999.0,-1,-5,Basement,2024,4
ORCHARD PLAZA,ORCHARD ROAD,Retail,560000,2024-04-01,Strata,20.0,28000,9," Orchard, Cairnhill, River Valley",Leasehold,99.0,1,5,01-05,2024,4
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,600000,2024-04-01,Strata,31.0,19355,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,-1,-5,Basement,2024,4
ICON@CHANGI,CHANGI ROAD,Retail,380000,2024-04-01,Strata,16.0,23750,14," Geylang, Eunos",Freehold,,-1,-5,Basement,2024,4
THE CITRON,MARNE ROAD,Retail,802220,2024-04-01,Strata,44.0,18232,8, Little India,Freehold,,1,5,01-05,2024,4
OXLEY TOWER,ROBINSON ROAD,Retail,808000,2024-04-01,Strata,21.0,38476,1," Raffles Place, Cecil, Marina, People's Park",Freehold,,1,5,01-05,2024,4
THE ARIZON,GEYLANG ROAD,Retail,2840000,2024-04-01,Strata,85.0,33412,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,4
THE ARIZON,GEYLANG ROAD,Retail,2839000,2024-03-01,Strata,85.0,33400,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,8092308,2024-03-01,Strata,358.0,22604,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2024,3
LUCKY PLAZA,ORCHARD ROAD,Retail,2400000,2024-03-01,Strata,29.0,82759,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,3
,FLANDERS SQUARE,Retail,1550000,2024-03-01,Strata,131.0,11832,8, Little India,Freehold,,,,Unknown,2024,3
,JALAN MASJID,Retail,3000000,2024-03-01,Strata,112.0,26786,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
THE ARCADE,COLLYER QUAY,Retail,1130000,2024-03-01,Strata,15.0,75333,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,3
LUCKY PLAZA,ORCHARD ROAD,Retail,1320000,2024-03-01,Strata,13.0,101538,9," Orchard, Cairnhill, River Valley",Freehold,,-1,-5,Basement,2024,3
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2129600,2024-03-01,Strata,90.0,23662,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,1,5,01-05,2024,3
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,830000,2024-03-01,Strata,19.0,43684,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2024,3
LE REGAL,GEYLANG ROAD,Retail,300000,2024-03-01,Strata,10.0,30000,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,3400000,2024-03-01,Strata,73.0,46575,10," Ardmore, Bukit Timah, Holland Road, Tanglin",Freehold,,1,5,01-05,2024,3
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,770000,2024-03-01,Strata,18.0,42778,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
THE ARIZON,GEYLANG ROAD,Retail,2458000,2024-03-01,Strata,59.0,41661,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
THE ARIZON,GEYLANG ROAD,Retail,2594000,2024-03-01,Strata,74.0,35054,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
THE ARIZON,GEYLANG ROAD,Retail,2795000,2024-03-01,Strata,81.0,34506,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,3
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,531000,2024-03-01,Strata,25.0,21240,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2024,3
MILLAGE,CHANGI ROAD,Retail,460000,2024-03-01,Strata,20.0,23000,14," Geylang, Eunos",Freehold,,-1,-5,Basement,2024,3
FAR EAST PLAZA,SCOTTS ROAD,Retail,3000000,2024-03-01,Strata,38.0,78947,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,3
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1133846,2024-03-01,Strata,44.0,25769,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,3
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1159615,2024-03-01,Strata,45.0,25769,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,3
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1056538,2024-03-01,Strata,41.0,25769,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,3
FAR EAST PLAZA,SCOTTS ROAD,Retail,1000000,2024-03-01,Strata,17.0,58824,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,3
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,1430000,2024-03-01,Strata,41.0,34878,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,-1,-5,Basement,2024,3
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,490000,2024-03-01,Strata,13.0,37692,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2024,3
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,880000,2024-03-01,Strata,28.0,31429,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,99.0,-1,-5,Basement,2024,3
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,1220000,2024-03-01,Strata,29.0,42069,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2024,3
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,376700,2024-03-01,Strata,35.0,10763,6," High Street, Beach Road (part)",Leasehold,99.0,1,5,01-05,2024,3
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,4000000,2024-02-01,Strata,107.0,37383,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,2
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,1150000,2024-02-01,Strata,32.0,35938,7," Middle Road, Golden Mile",Leasehold,99.0,-1,-5,Basement,2024,2
FAR EAST PLAZA,SCOTTS ROAD,Retail,1700000,2024-02-01,Strata,35.0,48571,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,2
THOMSON V ONE,SIN MING ROAD,Retail,610000,2024-02-01,Strata,35.0,17429,20," Bishan, Ang Mo Kio",Leasehold,99.0,-1,-5,Basement,2024,2
PAVILION SQUARE,GEYLANG ROAD,Retail,900000,2024-02-01,Strata,17.0,52941,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,2
FAR EAST PLAZA,SCOTTS ROAD,Retail,813000,2024-02-01,Strata,13.0,62538,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,2
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,495000,2024-02-01,Strata,20.0,24750,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,2
THE PLAZA,BEACH ROAD,Retail,483800,2024-02-01,Strata,23.0,21035,7," Middle Road, Golden Mile",Leasehold,99.0,-1,-5,Basement,2024,2
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,350000,2024-02-01,Strata,17.0,20588,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2024,2
THE ADELPHI,COLEMAN STREET,Retail,1380000,2024-02-01,Strata,37.0,37297,6," High Street, Beach Road (part)",Leasehold,999.0,1,5,01-05,2024,2
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,925000,2024-02-01,Strata,32.0,28906,19," Serangoon Garden, Hougang, Punggol",Leasehold,99.0,1,5,01-05,2024,2
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1300000,2024-02-01,Strata,73.0,17808,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,2
PLUS,CECIL STREET,Retail,4008513,2024-02-01,Strata,76.0,52744,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,2
PLUS,CECIL STREET,Retail,2637180,2024-02-01,Strata,51.0,51709,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,2
THOMSON V TWO,SIN MING ROAD,Retail,550000,2024-01-01,Strata,17.0,32353,20," Bishan, Ang Mo Kio",Freehold,,1,5,01-05,2024,1
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,350000,2024-01-01,Strata,9.0,38889,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,1
SULTAN PLAZA,JALAN SULTAN,Retail,650765,2024-01-01,Strata,36.0,18077,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,1
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,1370000,2024-01-01,Strata,22.0,62273,1," Raffles Place, Cecil, Marina, People's Park",Leasehold,99.0,1,5,01-05,2024,1
ORCHARD TOWERS,ORCHARD ROAD,Retail,3200000,2024-01-01,Strata,56.0,57143,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,1
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,430000,2024-01-01,Strata,17.0,25294,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,1
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,900000,2024-01-01,Strata,31.0,29032,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2024,1
LUCKY PLAZA,ORCHARD ROAD,Retail,10500000,2024-01-01,Strata,64.0,164063,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2024,1
SIM LIM TOWER,JALAN BESAR,Retail,1020000,2024-01-01,Strata,33.0,30909,8, Little India,Freehold,,1,5,01-05,2024,1
TEXTILE CENTRE,JALAN SULTAN,Retail,390000,2024-01-01,Strata,23.0,16957,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2024,1
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,488000,2024-01-01,Strata,22.0,22182,19," Serangoon Garden, Hougang, Punggol",Freehold,,1,5,01-05,2024,1
MAPLE WOODS,BUKIT TIMAH ROAD,Retail,1160000,2024-01-01,Strata,55.0,21091,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Freehold,,-1,-5,Basement,2024,1
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,11000000,2024-01-01,Strata,248.0,44355,12," Balestier, Toa Payoh, Serangoon",Leasehold,99.0,1,5,01-05,2024,1
TAI SENG POINT,IRVING PLACE,Retail,870000,2024-01-01,Strata,14.0,62143,13," Macpherson, Braddell",Freehold,,1,5,01-05,2024,1
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,550000,2024-01-01,Strata,16.0,34375,3," Queenstown, Tiong Bahru",Freehold,,1,5,01-05,2024,1
SIM LIM TOWER,JALAN BESAR,Retail,1500000,2024-01-01,Strata,78.0,19231,8, Little India,Freehold,,6,10,06-10,2024,1
INTERNATIONAL PLAZA,ANSON ROAD,Retail,242000,2024-01-01,Strata,7.0,34571,2," Anson, Tanjong Pagar",Leasehold,99.0,1,5,01-05,2024,1
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,1080000,2024-01-01,Strata,39.0,27692,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,999.0,1,5,01-05,2024,1
FUYUEN COURT,SIMS AVENUE,Retail,1680000,2024-01-01,Strata,77.0,21818,14," Geylang, Eunos",Freehold,,1,5,01-05,2024,1
ORCHARD PLAZA,ORCHARD ROAD,Retail,7325333,2023-12-01,Strata,303.0,24176,9," Orchard, Cairnhill, River Valley",Leasehold,99.0,1,5,01-05,2023,12
ORCHARD PLAZA,ORCHARD ROAD,Retail,874666,2023-12-01,Strata,22.0,39758,9," Orchard, Cairnhill, River Valley",Leasehold,99.0,1,5,01-05,2023,12
THOMSON V ONE,SIN MING ROAD,Retail,980000,2023-12-01,Strata,50.0,19600,20," Bishan, Ang Mo Kio",Leasehold,99.0,1,5,01-05,2023,12
BALESTIER PLAZA,BALESTIER ROAD,Retail,685000,2023-12-01,Strata,21.0,32619,12," Balestier, Toa Payoh, Serangoon",Freehold,,1,5,01-05,2023,12
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,665000,2023-12-01,Strata,29.0,22931,8, Little India,Freehold,,1,5,01-05,2023,12
FAR EAST PLAZA,SCOTTS ROAD,Retail,4750000,2023-12-01,Strata,44.0,107955,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2023,12
NEWEST,WEST COAST DRIVE,Retail,2072500,2023-12-01,Strata,77.0,26916,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",Leasehold,956.0,1,5,01-05,2023,12
NEWEST,WEST COAST DRIVE,Retail,1695000,2023-12-01,Strata,63.0,26905,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",Leasehold,956.0,1,5,01-05,2023,12
CITY GATE,BEACH ROAD,Retail,1765000,2023-12-01,Strata,51.0,34608,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2023,12
THE BENCOOLEN,BENCOOLEN STREET,Retail,660000,2023-12-01,Strata,13.0,50769,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2023,12
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,680000,2023-12-01,Strata,32.0,21250,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",Freehold,,1,5,01-05,2023,12
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,958000,2023-12-01,Strata,27.0,35481,7," Middle Road, Golden Mile",Leasehold,99.0,1,5,01-05,2023,12
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,530000,2023-12-01,Strata,13.0,40769,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",Leasehold,999.0,1,5,01-05,2023,12
VISION EXCHANGE,VENTURE DRIVE,Retail,5900000,2023-12-01,Strata,101.0,58416,22, Jurong,Leasehold,99.0,1,5,01-05,2023,12
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,1180000,2023-12-01,Strata,37.0,31892,15," Katong, Joo Chiat, Amber Road",Freehold,,1,5,01-05,2023,12
FAR EAST PLAZA,SCOTTS ROAD,Retail,1280000,2023-12-01,Strata,29.0,44138,9," Orchard, Cairnhill, River Valley",Freehold,,1,5,01-05,2023,12
CITY GATE,BEACH ROAD,Retail,1150000,2023-12-01,Strata,40.0,28750,7," Middle Road, Golden Mile",Leasehold,99.0,-1,-5,Basement,2023,12
SQUARE 2,SINARAN DRIVE,Retail,2893800,2023-12-01,Strata,64.0,45216,11," Watten Estate, Novena, Thomson",Leasehold,99.0,6,10,06-10,2023,12
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,1200000,2023-12-01,Strata,33.0,36364,7," Middle Road, Golden Mile",Leasehold,999.0,1,5,01-05,2023,12
